id,movie_name,movie_description,movie_pic,movie_knowledge_area,movie_recommended_age,benefits,objectives,problems,rationale
23,"""Antz"" and ""A Bug's Life""","Each film describes the adventures of a nonconformist ant who, because of his differences from other ants, is able to save the colony. For children ages 5 - 8, see A Bugs Life - Talking and Playing for Growth. Benefits of the Movie:  These animated features contain lessons in the value of nonconformity and friendship. They can also be used to interest children in the study of ants. Possible Problems: NONE. Parenting Points:     Ask and lead your children through the questions and answers relating to Respect. Ask your children what a decomposer is and what role decomposers play in the environment. Tell them that ants are great decomposers. This Learning Guide contains interesting information about ants in the Helpful Background section. You can go over it with your kids. Selected Awards, Cast and Director: ANTZ Age: 5 - 12; MPAA Rating -- PG for mild language and menacing action; Animated Drama; 1998; 87 minutes; Color. Available from Amazon.com. Selected Awards: 1999 ASCAP Film and Television Music Award; 1999 Motion Picture Sound Editors, USA: Best Sound Editing. Featured Voices: Woody Allen, Sharon Stone, Gene Hackman, Sylvester Stallone, Christopher Walken, Dan Aykroyd and Danny Glover. Director: Eric Darnell and Lawrence Guterman. A BUG'S LIFE Age: 5 - 12; MPAA Rating -- G; Animated Drama; 1998; 96 minutes; Color. available from Amazon.com. Selected Awards: 1999 Blockbuster Entertainment Awards: Favorite Animated Cast Film Critics Association Awards: 1999 Academy Awards Nominations: Best Music; 1999 Chicago Film Critics Association Awards Nominations: Best Original Score; 1999 Golden Globe Awards Nominations: Best Original Score; 1999 Young Artists Awards Nominations: Best family feature-animated; Best Performance in a voice over (Panettiere) Featured Voices: Julia Louis-Dreyfus, Kevin Spacey, Phyllis Diller, Joe Ranft, David Hyde Pierce, John Ratzenberger, Roddy McDowell and Hayden Panettiere. Director: John Lasseter and Andrew Stanton.",pics/antz-DVD_cover.jpg,BL,9,&nbsp;These animated features contain lessons in the value of nonconformity and friendship. They can also be used to interest children in the study of ants.,nan,NONE.,nan
12,All My Sons,"Description: Joe Keller spent his life building his company so that his two sons wouldn't have to start at the bottom and his family would have a comfortable life. During World War II he obtained lucrative contracts from the Army to build cylinder heads for fighter plane engines, but one batch turned out defective. It was too late to make new ones. He would lose his military contracts and the company if he didn't deliver the engine parts on time. The play explores the results of his decision about shipping the defective cylinder heads.",pics/all-my-sons-book-image.jpg,,13,nan,"Objectives/Student Outcomes Using this Learning Guide: The Guide enables students to identify with the ethical dilemmas faced by characters in the film and to reflect on the social consequences of unprincipled action. Through writing assignments at the end of the guide, students can advance their ability to analyze elements of story and compare and contrast the concepts presented in the film with those intended in Miller's play.","Rationale for Using the Movie: All My Sons illustrates many dramatic and literary devices, including irony, foreshadowing, character development, and the tragic form. Its universal themes explore the ethical dilemmas of cheating and responsibility. It shows the futility and tragedy of suicide as an escape from problems.","Rationale for Using the Movie: All My Sons illustrates many dramatic and literary devices, including irony, foreshadowing, character development, and the tragic form. Its universal themes explore the ethical dilemmas of cheating and responsibility. It shows the futility and tragedy of suicide as an escape from problems."
39,Baseball: Innings 1 - 9,"Ken Burns' nine-part documentary on baseball examines the players, the games, and the baseball business. It also provides revealing insights into U.S. social history by showing how the development of baseball followed, and in some cases led, changes in U.S. society as a whole. The series is divided into the following parts: Inning 1. Our Game: the 1840's - 1900 Inning 2. Something Like War: 1900 - 1910 Inning 3. The Faith of Fifty Million People: 1910 - 1920 Inning 4. A National Heirloom: 1920 - 1930 Inning 5. The Shadow Ball: 1930 - 1940 Inning 6. The National Pastime: 1940 - 1950 Inning 7. The Capital of Baseball: 1950 - 1960 Inning 8. A Whole New Ball Game: 1960 - 1970 Inning 9. Home: 1970 - 1994.",pics/baseball-DVDcover.jpg,,10,and,nan,None.,nan
20,Anne B. Real,"Cynthia Gimenez lives in New York City. Her father, a school teacher, has recently died. Her brother is acting strangely. Her older sister has a child out of wedlock. The family is on welfare and lives in public housing. Before her father died Cynthia made straight A's. Now she's a C student. What Cynthia dreams of is rapping. At home she practices in the bathroom in front of the mirror and spends hours in her room writing out verses. She reads and rereads a book her father gave to her before he died, Anne Frank: The Diary of a Young Girl. Benefits of the Movie:     TWM recommends this film for classes in English and Health. Anne B. Real can motivate children of all races and ethnicities to read Anne Frank: The Diary of a Young Girl. It demonstrates that the timeless messages of the book can reach across the continents, across the decades, across cultures, and across racial lines to underscore our common humanity. For Health classes there are many lessons in the film that relate to drug addiction, codependence, breaking out, and finding one's own voice. Possible Problems:     MINIMAL. There is almost no sex and almost no violence in this movie. There is some profanity. No drug use is shown. (The reason for the PG-13 rating, ""violence and drug content,"" is simply incorrect. However, PG-13 is probably the best of the available ratings because the movie deals powerfully with issues of drug addiction and death.) The most upsetting scene in the movie occurs when a character we have grown to love is killed accidentally. We don't see the injury, just the person on the ground and a spreading pool of blood. The scene is important to advance the plot. The worst problem in the movie is that Cynthia, the heroine, helps a schoolmate cheat on an exam by passing him her completed answers and then redoing his answers as if they were hers. However, this is not shown as good behavior and Jerome (the schoolmate) is pursuing an unethical and dangerous life-style that eventually gets him killed. This can be handled by ignoring it and focusing on other issues. Or, it can be dealt with directly by saying, at a break after the cheating scene, that there is one thing about the movie you disagree with, and asking what it is. When the right answer is revealed, describe why. First, it's dishonest. Second, in today's world a path to a decent life requires at least some education, for these kids or for anyone else. By helping her friend on the test, Cynthia was helping him avoid a real education; something that he desperately needed.",pics/anne-b-real-DVDcover.jpg,,12,"TWM recommends this film for classes in English and Health. Anne B. Real can motivate children of all races and ethnicities to read Anne Frank: The Diary of a Young Girl. It demonstrates that the timeless messages of the book can reach across the continents, across the decades, across cultures, and across racial lines to underscore our common humanity. For Health classes there are many lessons in the film that relate to drug addiction, codependence, breaking out, and finding one's own voice. Possible Problems:     MINIMAL. There is almost no sex and almost no violence in this movie. There is some profanity. No drug use is shown. (The reason for the PG-13 rating, ""violence and drug content,"" is simply incorrect. However, PG-13 is probably the best of the available ratings because the movie deals powerfully with issues of drug addiction and death.) The most upsetting scene in the movie occurs when a character we have grown to love is killed accidentally. We don't see the injury, just the person on the ground and a spreading pool of blood. The scene is important to advance the plot. The worst problem in the movie is that Cynthia, the heroine, helps a schoolmate cheat on an exam by passing him her completed answers and then redoing his answers as if they were hers. However, this is not shown as good behavior and Jerome (the schoolmate) is pursuing an unethical and dangerous life-style that eventually gets him killed. This can be handled by ignoring it and focusing on other issues. Or, it can be dealt with directly by saying, at a break after the cheating scene, that there is one thing about the movie you disagree with, and asking what it is. When the right answer is revealed, describe why. First, it's dishonest. Second, in today's world a path to a decent life requires at least some education, for these kids or for anyone else. By helping her friend on the test, Cynthia was helping him avoid a real education; something that he desperately needed.",nan,"MINIMAL. There is almost no sex and almost no violence in this movie. There is some profanity. No drug use is shown. (The reason for the PG-13 rating, ""violence and drug content,"" is simply incorrect. However, PG-13 is probably the best of the available ratings because the movie deals powerfully with issues of drug addiction and death.) The most upsetting scene in the movie occurs when a character we have grown to love is killed accidentally. We don't see the injury, just the person on the ground and a spreading pool of blood. The scene is important to advance the plot. The worst problem in the movie is that Cynthia, the heroine, helps a schoolmate cheat on an exam by passing him her completed answers and then redoing his answers as if they were hers. However, this is not shown as good behavior and Jerome (the schoolmate) is pursuing an unethical and dangerous life-style that eventually gets him killed. This can be handled by ignoring it and focusing on other issues. Or, it can be dealt with directly by saying, at a break after the cheating scene, that there is one thing about the movie you disagree with, and asking what it is. When the right answer is revealed, describe why. First, it's dishonest. Second, in today's world a path to a decent life requires at least some education, for these kids or for anyone else. By helping her friend on the test, Cynthia was helping him avoid a real education; something that he desperately needed.",nan
19,Animal Farm,"Description: This is an animated version of George Orwell's classic novel that presents an allegory of the early history of the Soviet Union and, metaphorically, a story about the dangers and risks of the betrayal of any revolution.",pics/animal-farm-DVDcover.jpg,LT,6,nan,"Objectives/Student Outcomes Using this Learning Guide: Students in English classes can use the story as an example of allegory as it reveals historical truths and as an age-old literary technique for communication of important themes. Both research and writing skills can be sharpened through assignments at the end of the film. In history classes, Animal Farm will enhance any study of the Soviet Union, international communism, and the dangers of revolution.","Rationale for Using the Movie: Animal Farm provides a basis for understanding the problems of communism as it was attempted in Russia, China, and the countries under their influence during the 20th century. It is an excellent example of allegory in literature. The film is an accurate account of the story told by the novel.","Rationale for Using the Movie: Animal Farm provides a basis for understanding the problems of communism as it was attempted in Russia, China, and the countries under their influence during the 20th century. It is an excellent example of allegory in literature. The film is an accurate account of the story told by the novel."
25,Argo,This is the story of the rescue of six American diplomats who escaped when Iranian militants seized the U.S. embassy in Tehran in 1979 and took the embassy staff hostage.,pics/argo-DVDcover.jpg,HT,14,nan,Students will evaluate a work of historical fiction and gain an understanding of the history of the difficult relationship between the U.S. and Iran over the last 60 years.,"None for the recommended age group, if the lesson plan is followed.                    Antonio Mendez                Ambassador Ken Taylor and Dr. Patricia Taylor","The film can serve as the basis for discussion and writing with respect to the risks and benefits of using movies as historical fiction. With careful scaffolding, the film can also be a platform from which students can explore lessons about the risks of causing regime change in other countries and U.S./Iranian relations since WWII."
75,"The Chorus (""Les Choristes"")","The time is shortly after WWII; the place is somewhere in rural France at Fond de L'Etang (The Bottom of the Pond), a school for boys with discipline problems or whose families cannot keep them. ""Les Choristes"" tells the story of Pierre Morhange, a student with undiscovered musical talent, and Mssr. Mathieu, a frustrated musician who serves as the dean of discipline. Opposing the school's strict methods of controlling the students, Mathieu begins to use music to affect change in the rowdy and ill-natured boys. The successful effort to create a choir, with Morhange as the featured soloist, changes the students and the teacher. As sometimes occurs with innovative and inspiring teachers, Mathieu is fired. Benefits of the Movie:     Students will empathize with the young characters in the film and benefit from the demonstration of hope and caring that constitute the theme. English Language Arts classes can focus on explicating translations of the poems that constitute lyrics for the songs O Nuit! and Vois Sur Ton Chemin. This Guide provides exercises using the ""say, mean, matter"" method of analysing poetry. ""Les Choristes"" also provides excellent opportunities for students to discuss or write about themes in a story. See the discussion questions. ELA standards in all states require students to be able to find meaning in a poem, to ferret out the theme and ideas in a story, and to write about their conclusions. French Language Classes will benefit when students translate the lyrics of songs from ""Les Choristes"". Students can then practice their skills in French by writing explications of the poems. See Explication of the Lyrics of Two Songs. The discussion questions can prompt interesting exchanges and many can serve as writing prompts for essays in the language of the film. Music classes and choirs may benefit from improved motivation and esprit de corps after watching this film. Students can also be asked to trace the history of children's choirs, both in Europe and the United States. Presentations can be made using YouTube or actual recordings of famous choirs such as the Vienna Boy's Choir or the several choirs made up of young people that are based in American cities. Possible Problems:     MINOR. There is minor vulgar language and adult violence against children. Parenting Points:    Parents can point out how cooperation can create beauty; the boys work together to make wonderful music. Parents can use this film to discuss bullies in both children and adults. They can discuss how people can change and how one individual can have an important influence on the lives of others.",pics/les-choristes-DVD-cover.jpg,LT,10,"Students will empathize with the young characters in the film and benefit from the demonstration of hope and caring that constitute the theme. English Language Arts classes can focus on explicating translations of the poems that constitute lyrics for the songs O Nuit! and Vois Sur Ton Chemin. This Guide provides exercises using the ""say, mean, matter"" method of analysing poetry. ""Les Choristes"" also provides excellent opportunities for students to discuss or write about themes in a story. See the discussion questions. ELA standards in all states require students to be able to find meaning in a poem, to ferret out the theme and ideas in a story, and to write about their conclusions. French Language Classes will benefit when students translate the lyrics of songs from ""Les Choristes"". Students can then practice their skills in French by writing explications of the poems. See Explication of the Lyrics of Two Songs. The discussion questions can prompt interesting exchanges and many can serve as writing prompts for essays in the language of the film. Music classes and choirs may benefit from improved motivation and esprit de corps after watching this film. Students can also be asked to trace the history of children's choirs, both in Europe and the United States. Presentations can be made using YouTube or actual recordings of famous choirs such as the Vienna Boy's Choir or the several choirs made up of young people that are based in American cities. Possible Problems:     MINOR. There is minor vulgar language and adult violence against children. Parenting Points:    Parents can point out how cooperation can create beauty; the boys work together to make wonderful music. Parents can use this film to discuss bullies in both children and adults. They can discuss how people can change and how one individual can have an important influence on the lives of others.",nan,MINOR. There is minor vulgar language and adult violence against children. Parenting Points:    Parents can point out how cooperation can create beauty; the boys work together to make wonderful music. Parents can use this film to discuss bullies in both children and adults. They can discuss how people can change and how one individual can have an important influence on the lives of others.,nan
18,Angels in the Outfield,"Roger, approximately ten years of age, is made a ward of the state and placed in a foster home. Apparently his mother has died and his father suffers from immaturity so severe that it prevents him from wanting to raise his son. But Roger, as most kids would be, is desperate to be reunited with his dad. In a cynical joke, Roger's father promises that if the California Angels (at that time perennially in last place in their division) win the pennant, he will come back and claim Roger. The child then prays that the Angels will win the pennant. Suddenly angels appear from heaven to help the team. In the end, Roger finds a home and a father, although neither are what he expected. Benefits of the Movie:     This film will acquaint children with the foster care system and show adult characters who are nurturing. Other adult characters, not mature at the beginning of the film, grow so that they can undertake the responsibilities of a parent. They are contrasted with Roger's father, who is too immature to nurture anyone. ""Angels in the Outfield"" also shows parenting relationships crossing racial lines and the beauty of friendship and loyalty. Children love ""Angels in the Outfield."" Critics have justifiably called this film ""a flimsy exercise in feel-good sentimentality so strained it suggests that even God scans the box scores."" (Hal Hinson, Washington Post, July 15, 1994.) This film should be shown to children old enough to know that God does not scan the box scores. A certain amount of feel-good sentimentality is good for people, especially children.",pics/angels-in-the-outfield-DVDcover.jpg,,9,"This film will acquaint children with the foster care system and show adult characters who are nurturing. Other adult characters, not mature at the beginning of the film, grow so that they can undertake the responsibilities of a parent. They are contrasted with Roger's father, who is too immature to nurture anyone. ""Angels in the Outfield"" also shows parenting relationships crossing racial lines and the beauty of friendship and loyalty. Children love ""Angels in the Outfield."" Critics have justifiably called this film ""a flimsy exercise in feel-good sentimentality so strained it suggests that even God scans the box scores."" (Hal Hinson, Washington Post, July 15, 1994.) This film should be shown to children old enough to know that God does not scan the box scores. A certain amount of feel-good sentimentality is good for people, especially children.",nan,MINOR. Mild profanity is used in this film. Some of the humor is at the expense of others.,nan
286,Patton,"This film is a description of the military career and personality of General George S. Patton, Jr., one of the most effective and colorful U.S. Generals of WWII.",pics/patton-DVDcover.jpg,,12,"""Patton"" will introduce children to Generals Patton, Bradley and Rommel. It shows a brilliant and effective soldier who had trouble being, as all great generals must, a diplomat as well as a fighter . The makers of this film tried to provide an accurate portrayal of General Patton, consulting historical texts and interviewing people who served with him. They received a confidential letter from President Eisenhower, Patton's superior during the war, who knew when to hold Patton back and when to unleash him. George C. Scott gives a masterful performance as Patton.",nan,"MODERATE. This film glosses over a number of Patton's serious problems as a general and as a human being (see Helpful Background section). There is a substantial amount of profanity in the film, shown as a symptom of what the film presents as Patton's biggest problem, his inability to govern his tongue. Parenting Points:     Before watching the film, briefly describe the General Patton and the highlights of his career. See Helpful Background. Immediately after the movie, or at odd times over the next week (for example at the dinner table or in the car on the way to school) bring up some of the Discussion Questions, starting with the Quick Discussion Question in the sidebar. Don't worry if you can only get through a few questions. Just taking the film seriously and discussing it is the key. Allow your child to watch the movie several times and continue to bring up discussion questions relating to the film.",nan
24,Apollo 13,"This film is a realistic dramatization of NASA's Apollo 13 mission. Because of mechanical problems, Apollo 13 failed to reach the moon and was almost lost. The movie builds great suspense and is deeply absorbing. Benefits of the Movie: ""Apollo 13"" shows men solving problems with intelligence, skill, teamwork, and bravery. The movie shows the process of preparing for space travel in the 1970s. It raises issues of loyalty to individuals on the team against the need for loyalty to the team as a whole. The role that Ken Mattingly played in saving the mission, even when bad luck prevented him from being on the spacecraft, shows that even if you cannot be on the first team, you can still perform an essential role, save the day, and become a hero. Each of the astronauts, in his own way, is a positive male role model. Possible Problems:    MINOR. The party scene at the very beginning of the film contains a short, objectionable exchange between the Swigert character and a young woman. He is trying to pick her up by comparing docking a spacecraft to sexual intercourse. Younger children will not understand this exchange. When older children see the film, distract them by talking about something else during this scene or fast-forward the film beyond it. It would be a shame to disqualify this otherwise wonderful movie for 10 seconds of dialogue. Mild profanity is used by the astronauts and NASA personnel in extraordinarily tense situations. Alcohol use and smoking are shown.",pics/apollo-13-DVDcover.jpg,PH,8,"""Apollo 13"" shows men solving problems with intelligence, skill, teamwork, and bravery. The movie shows the process of preparing for space travel in the 1970s. It raises issues of loyalty to individuals on the team against the need for loyalty to the team as a whole. The role that Ken Mattingly played in saving the mission, even when bad luck prevented him from being on the spacecraft, shows that even if you cannot be on the first team, you can still perform an essential role, save the day, and become a hero. Each of the astronauts, in his own way, is a positive male role model.",nan,"MINOR. The party scene at the very beginning of the film contains a short, objectionable exchange between the Swigert character and a young woman. He is trying to pick her up by comparing docking a spacecraft to sexual intercourse. Younger children will not understand this exchange. When older children see the film, distract them by talking about something else during this scene or fast-forward the film beyond it. It would be a shame to disqualify this otherwise wonderful movie for 10 seconds of dialogue. Mild profanity is used by the astronauts and NASA personnel in extraordinarily tense situations. Alcohol use and smoking are shown.",nan
85,Contagion,"This movie describes a fictional influenza pandemic: the origin of the virus, the human toll, the response of the public health agencies, and the various reactions of people to a public health emergency. The film is a reasonable prediction of what would occur in the event of a moderately lethal influenza pandemic.",pics/contagion-DVD-Cover.jpg,BL,13,nan,"Students will understand the risks to modern society from the influenza virus and see a realistic scenario of what might occur in case of moderately lethal influenza pandemic. Students will learn to use the Internet to obtain information on illnesses from various websites, including www.cdc.gov from the Centers for Disease Control (CDC) and www.flu.gov from the U.S. Department of Health & Human Services (HHS).",Minor. Scenes of people dying from the flu may disturb some students.,An influenza pandemic is one of the greatest threats to modern global society. Working through scenarios of catastrophic situations help students think in advance about how to react to them. The websites of the CDC and HHS contain important information about health issues and will be a resource for students throughout their lives.
